ID,Age,Gender,Marital Status,Education Field,Education Level,Miles from Home to Work,Department Name,Job Role Name,Job Level,Business Travel Frequency,Yearly Income,Absences per Year,Job Involvement,Performance Rating,Job Satisfaction,Environment Satisfaction,Work Life Balance Satisfaction,Last Salary Increase (%),Amount of Stock Option,Number of Training Sessions Last Year,Number of Other Companies,Total Active Years,Years at Current Company,Years Since Last Promotion,Years with Current Manager,Attrition
822,31,Female,Divorced,Marketing,Master,16,Sales,Research Scientist,Mid Level,Travel_Rarely,28040,5,High,3,4.0,3.0,1.0,19,Medium,0,0.0,3.0,2,2,2,No
823,38,Male,,Life Sciences,Master,4,Sales,Manufacturing Director,Entry Level,Travel_Rarely,70820,19,Very High,3,4.0,3.0,3.0,14,None,3,1.0,2.0,2,2,1,No
824,53,Male,Married,Life Sciences,Bachelor,9,Research & Development,Sales Representative,Entry Level,Travel_Rarely,20890,16,Medium,3,,1.0,3.0,16,None,2,5.0,28.0,2,2,2,No
825,25,Male,Single,Life Sciences,College,18,Research & Development,Research Scientist,Entry Level,Travel_Rarely,36220,17,High,4,2.0,4.0,2.0,25,None,0,1.0,2.0,2,2,1,No
826,24,Female,Married,Life Sciences,Bachelor,22,Sales,Healthcare Representative,Entry Level,Travel_Frequently,29350,7,Medium,3,4.0,4.0,3.0,14,Medium,5,0.0,3.0,2,2,1,No
827,34,Female,Single,Life Sciences,College,10,Sales,Sales Executive,Executive,Travel_Rarely,77790,5,High,3,4.0,4.0,3.0,12,Low,2,5.0,6.0,2,2,2,No
828,34,Male,Married,Medical,Master,7,Research & Development,Research Scientist,Mid Level,Travel_Rarely,26940,15,High,3,3.0,1.0,3.0,16,Low,3,1.0,2.0,2,2,2,Yes
829,29,Male,Divorced,Marketing,Bachelor,3,Sales,Laboratory Technician,Senior Level,Travel_Rarely,59160,14,High,3,3.0,2.0,3.0,12,None,2,6.0,5.0,3,0,2,Yes
830,34,Male,Married,Life Sciences,Bachelor,10,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,47390,17,High,4,1.0,3.0,3.0,24,Medium,2,5.0,6.0,3,1,2,No
831,40,Male,Married,Life Sciences,College,,Research & Development,Manufacturing Director,Entry Level,Non-Travel,167040,15,Very High,4,4.0,4.0,1.0,22,None,2,9.0,5.0,3,0,2,No
832,26,Male,Divorced,Medical,Bachelor,4,Research & Development,Research Scientist,Senior Level,Travel_Rarely,68540,5,Medium,3,2.0,1.0,3.0,11,None,5,2.0,5.0,3,0,2,Yes
833,33,Female,Married,Medical,Bachelor,,Sales,Research Scientist,Mid Level,Travel_Frequently,46490,6,Medium,3,2.0,4.0,3.0,12,None,2,0.0,4.0,3,0,2,No
834,21,Female,Single,Medical,Bachelor,9,Research & Development,Manufacturing Director,Manager,Travel_Frequently,178750,14,Medium,3,2.0,1.0,3.0,12,None,5,1.0,3.0,3,1,2,Yes
835,22,Male,Single,Human Resources,Below College,12,Human Resources,Sales Executive,Mid Level,Travel_Rarely,25340,6,High,3,3.0,4.0,4.0,11,None,1,0.0,4.0,3,1,2,No
836,23,Male,Married,Life Sciences,Bachelor,,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,76370,8,High,3,1.0,1.0,4.0,11,Low,3,2.0,5.0,3,0,2,No
837,26,Female,Divorced,Medical,College,,Research & Development,Healthcare Representative,Manager,Travel_Rarely,24360,20,Very High,4,4.0,1.0,1.0,24,None,2,1.0,3.0,3,0,2,No
838,31,Female,Divorced,Medical,Below College,,Research & Development,Sales Representative,Entry Level,Travel_Rarely,189470,14,Medium,3,1.0,2.0,1.0,12,Medium,2,2.0,9.0,3,1,2,Yes
839,25,Male,Married,Life Sciences,Master,7,Research & Development,Sales Executive,Entry Level,Travel_Rarely,22160,8,Medium,3,3.0,1.0,,13,High,2,2.0,6.0,3,1,2,No
840,32,Male,Married,Marketing,Master,2,Sales,Research Scientist,Manager,Non-Travel,21090,9,Medium,3,4.0,3.0,3.0,13,Low,3,0.0,4.0,3,2,2,No
841,50,Male,Married,Medical,Master,12,Research & Development,Research Director,Entry Level,Travel_Rarely,49000,6,Medium,3,3.0,1.0,3.0,11,None,3,1.0,3.0,3,0,2,Yes
842,38,Female,Single,Life Sciences,Bachelor,29,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,37220,9,High,3,4.0,4.0,3.0,14,None,0,5.0,6.0,3,1,2,No
843,31,Male,Single,Medical,Master,28,Research & Development,Research Scientist,Mid Level,Non-Travel,25930,11,High,4,1.0,3.0,3.0,21,None,2,0.0,4.0,3,1,2,Yes
844,28,Male,Divorced,Life Sciences,Bachelor,7,Research & Development,Sales Executive,Entry Level,Non-Travel,89660,21,Medium,3,4.0,3.0,3.0,16,Low,3,1.0,3.0,3,2,2,No
845,21,Male,Single,Life Sciences,College,3,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,42130,17,Medium,3,3.0,4.0,4.0,12,High,3,1.0,3.0,3,1,0,No
846,32,Male,Married,Medical,Master,1,Research & Development,Research Director,Executive,Travel_Rarely,191890,17,High,3,2.0,3.0,2.0,12,Low,3,0.0,4.0,3,1,2,No
847,34,Male,Divorced,Marketing,Below College,17,Sales,Research Director,Entry Level,Travel_Frequently,20010,15,Very High,4,1.0,,3.0,22,Low,5,9.0,11.0,3,0,2,Yes
848,26,Male,Married,Medical,Below College,9,Research & Development,Sales Executive,Entry Level,Travel_Rarely,106860,6,High,3,3.0,4.0,4.0,14,Low,2,1.0,3.0,3,0,2,No
849,44,Male,Married,Life Sciences,Bachelor,,Sales,Laboratory Technician,Entry Level,Travel_Rarely,63220,17,High,3,1.0,1.0,,11,Low,2,4.0,10.0,3,1,2,Yes
850,55,Male,Married,Life Sciences,Doctor,,Research & Development,Laboratory Technician,Senior Level,Travel_Frequently,36970,9,High,3,2.0,4.0,3.0,13,Low,1,3.0,23.0,3,1,2,No
851,32,Male,Divorced,Life Sciences,Bachelor,21,Research & Development,Sales Executive,Entry Level,Non-Travel,44500,22,High,3,4.0,4.0,3.0,13,None,3,0.0,4.0,3,0,2,No
852,29,Male,Divorced,Medical,Master,2,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,26790,13,Medium,3,4.0,4.0,3.0,15,None,2,2.0,10.0,3,0,2,No
853,21,Male,Single,Life Sciences,College,16,Sales,Sales Executive,Senior Level,Travel_Rarely,87260,18,Low,3,3.0,3.0,3.0,11,Low,2,1.0,3.0,3,1,2,No
854,44,Male,,Life Sciences,Bachelor,5,Sales,Laboratory Technician,Entry Level,Travel_Rarely,63220,12,High,3,1.0,1.0,4.0,11,Low,2,4.0,10.0,3,1,2,Yes
855,29,Male,Divorced,Marketing,Bachelor,3,Sales,Laboratory Technician,Senior Level,Travel_Rarely,59160,3,High,3,3.0,2.0,3.0,12,None,2,6.0,5.0,3,0,2,Yes
856,47,Male,,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,99810,6,High,4,4.0,4.0,2.0,21,Low,3,1.0,3.0,3,1,2,No
857,40,Male,Divorced,Life Sciences,Master,2,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,167520,20,High,3,3.0,3.0,4.0,18,Low,3,2.0,8.0,3,1,2,No
858,31,Male,Single,Life Sciences,Below College,3,Research & Development,Sales Executive,Entry Level,Travel_Frequently,71040,20,High,3,2.0,4.0,4.0,14,Low,3,1.0,3.0,3,2,2,Yes
859,36,Male,Married,Medical,Below College,18,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,67250,4,High,3,3.0,3.0,3.0,17,Low,3,9.0,7.0,3,1,1,No
860,55,Male,Married,Marketing,Bachelor,20,Sales,Research Scientist,Mid Level,Travel_Rarely,47790,13,High,3,3.0,4.0,3.0,14,Low,6,0.0,4.0,3,1,2,No
861,34,Male,Married,Life Sciences,Doctor,,Sales,Research Scientist,Manager,Travel_Rarely,23230,10,High,3,4.0,3.0,1.0,17,None,2,0.0,4.0,3,0,2,No
862,56,Male,Married,Other,Master,10,Research & Development,Sales Representative,Mid Level,Travel_Rarely,42580,16,High,3,1.0,1.0,4.0,16,None,2,2.0,5.0,3,1,0,No
863,25,Male,Married,Medical,Bachelor,,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,100960,13,High,3,2.0,4.0,3.0,11,Low,3,0.0,4.0,3,1,2,No
864,37,Male,,Life Sciences,Doctor,20,Research & Development,Manager,Mid Level,Travel_Rarely,68040,22,High,3,3.0,1.0,3.0,13,Low,1,4.0,8.0,3,0,2,No
865,21,Male,Single,Life Sciences,College,16,Sales,Sales Executive,Senior Level,Travel_Rarely,87260,9,Low,3,3.0,3.0,3.0,11,Low,2,1.0,3.0,3,1,2,No
866,36,Male,Divorced,Life Sciences,Bachelor,,Research & Development,Research Scientist,Mid Level,Travel_Rarely,59150,12,Medium,3,2.0,2.0,3.0,13,Low,3,2.0,13.0,3,0,2,No
867,34,Male,Married,Medical,Bachelor,28,Research & Development,Laboratory Technician,Entry Level,Non-Travel,56770,4,High,4,3.0,3.0,3.0,20,Low,3,9.0,6.0,3,1,2,No
868,28,Female,Single,Life Sciences,Master,1,Sales,Sales Representative,Mid Level,Travel_Rarely,20330,12,High,3,1.0,4.0,2.0,15,Low,5,2.0,5.0,3,1,2,No
869,28,Male,Married,Medical,Master,9,Research & Development,Sales Executive,Entry Level,Travel_Rarely,56730,9,Medium,3,4.0,,2.0,14,Low,4,5.0,5.0,3,2,2,Yes
870,36,Female,Single,Marketing,Bachelor,,Sales,Research Scientist,Manager,Travel_Rarely,142750,3,Medium,3,4.0,3.0,2.0,18,Low,5,3.0,7.0,3,1,2,No
871,47,Female,Married,Life Sciences,Bachelor,4,Research & Development,Healthcare Representative,Mid Level,Travel_Rarely,59060,6,Very High,4,3.0,4.0,3.0,23,None,4,4.0,21.0,3,1,1,No
872,36,Male,Married,Life Sciences,Master,8,Research & Development,Laboratory Technician,Manager,Non-Travel,103880,17,High,3,3.0,4.0,3.0,14,None,2,0.0,4.0,3,1,2,No
873,36,Male,Married,Medical,Below College,18,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,67250,15,High,3,3.0,3.0,3.0,17,Low,3,9.0,7.0,3,1,1,No
874,45,Female,Married,Life Sciences,Bachelor,,Research & Development,Sales Representative,Mid Level,Travel_Rarely,132120,15,High,3,3.0,1.0,2.0,13,None,4,4.0,7.0,3,0,2,No
875,34,Male,Single,Technical Degree,Below College,9,Sales,Sales Executive,Mid Level,Travel_Frequently,26570,19,Medium,3,3.0,,2.0,13,Low,3,2.0,5.0,3,0,2,No
876,34,Male,Single,Medical,Master,,Sales,Sales Representative,Senior Level,Travel_Rarely,74910,7,Medium,3,1.0,3.0,3.0,14,Low,3,0.0,4.0,3,0,2,No
877,28,Male,,Medical,Master,9,Research & Development,Sales Executive,Entry Level,Travel_Rarely,56730,19,Medium,3,4.0,1.0,,14,Low,4,5.0,5.0,3,2,2,Yes
878,43,Female,Single,Medical,Doctor,8,Human Resources,Sales Executive,Senior Level,Non-Travel,22580,23,High,3,3.0,1.0,,18,None,2,4.0,7.0,3,1,2,No
879,38,Female,Single,Life Sciences,Master,7,Research & Development,Research Director,Mid Level,Travel_Rarely,50420,3,High,3,3.0,4.0,3.0,16,Low,4,3.0,19.0,3,2,2,No
880,31,Male,Single,Medical,Bachelor,1,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,168560,19,High,3,2.0,,4.0,12,Low,3,3.0,9.0,3,1,0,No
881,29,Male,Divorced,Life Sciences,Master,19,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,99500,17,High,4,4.0,1.0,3.0,20,None,3,1.0,3.0,3,1,2,No
882,29,Female,Single,Life Sciences,Doctor,5,Research & Development,Sales Executive,Entry Level,Travel_Rarely,105020,15,Medium,3,1.0,4.0,3.0,12,None,4,3.0,11.0,3,1,2,No
883,34,Male,Married,Life Sciences,Doctor,2,Sales,Research Scientist,Manager,Travel_Rarely,23230,7,High,3,4.0,3.0,1.0,17,None,2,0.0,4.0,3,0,2,No
884,31,Female,Married,Other,Master,8,Sales,Manufacturing Director,Senior Level,Travel_Frequently,25520,20,High,3,1.0,1.0,,18,None,2,2.0,9.0,3,2,2,No
885,40,Male,,Life Sciences,Master,2,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,167520,12,High,3,3.0,,4.0,18,Low,3,2.0,8.0,3,1,2,No
886,34,Male,Married,Life Sciences,Bachelor,,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,47390,20,High,4,1.0,3.0,3.0,24,Medium,2,5.0,6.0,3,1,2,No
887,35,Female,Single,Life Sciences,Bachelor,2,Research & Development,Sales Executive,Executive,Travel_Rarely,24960,10,High,3,4.0,1.0,3.0,17,High,3,4.0,9.0,3,0,2,No
888,36,Female,Single,Marketing,Bachelor,9,Sales,Research Scientist,Manager,Travel_Rarely,142750,5,Medium,3,4.0,3.0,2.0,18,Low,5,3.0,7.0,3,1,2,No
889,35,Male,Married,Medical,Master,5,Research & Development,Manager,Senior Level,Travel_Rarely,16750,11,Medium,3,4.0,1.0,2.0,16,None,6,1.0,3.0,3,0,2,No
890,33,Male,Single,Technical Degree,College,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,34790,18,High,3,4.0,2.0,3.0,12,None,3,3.0,5.0,3,0,2,No
891,35,Male,Divorced,Medical,Bachelor,24,Sales,Sales Executive,Executive,Travel_Rarely,57450,11,High,3,4.0,2.0,2.0,17,High,4,1.0,3.0,3,1,2,No
892,32,Male,Married,Marketing,Bachelor,,Sales,Laboratory Technician,Entry Level,Non-Travel,23890,8,Medium,3,2.0,3.0,3.0,12,Low,4,6.0,5.0,3,0,2,No
893,46,Male,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,88370,7,Medium,3,4.0,3.0,3.0,18,None,3,2.0,15.0,3,1,2,No
894,31,Male,,Life Sciences,Below College,3,Research & Development,Sales Executive,Entry Level,Travel_Frequently,71040,19,High,3,2.0,4.0,4.0,14,Low,3,1.0,3.0,3,2,2,Yes
895,40,Male,Divorced,Life Sciences,Master,2,Research & Development,Laboratory Technician,Senior Level,Travel_Rarely,167520,9,High,3,3.0,3.0,4.0,18,Low,3,2.0,8.0,3,1,2,No
896,48,Male,Married,Medical,Below College,8,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,53760,15,Very High,3,1.0,4.0,1.0,13,Low,3,7.0,21.0,3,0,2,No
897,29,Female,Single,Life Sciences,Bachelor,1,Research & Development,Research Director,Mid Level,Travel_Rarely,66670,4,Very High,3,4.0,4.0,3.0,12,Low,6,9.0,6.0,3,1,2,No
898,29,Male,Divorced,Medical,Bachelor,5,Research & Development,Research Scientist,Entry Level,Travel_Rarely,51300,21,Medium,3,4.0,4.0,4.0,11,None,3,4.0,8.0,3,1,2,No
899,33,Male,Single,Medical,College,,Research & Development,Sales Executive,Entry Level,Travel_Rarely,24400,7,High,3,4.0,3.0,4.0,18,High,4,0.0,4.0,3,0,2,No
900,27,Male,,Life Sciences,Bachelor,,Research & Development,Human Resources,Mid Level,Travel_Rarely,31610,9,High,3,4.0,1.0,3.0,13,Medium,0,0.0,4.0,3,2,2,No
901,29,Female,,Life Sciences,Bachelor,1,Research & Development,Research Director,Mid Level,Travel_Rarely,66670,8,Very High,3,4.0,,3.0,12,Low,6,9.0,6.0,3,1,2,No
902,31,Male,Single,Medical,Bachelor,1,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,168560,13,High,3,2.0,1.0,4.0,12,Low,3,3.0,9.0,3,1,0,No
903,36,Male,Married,Technical Degree,College,2,Research & Development,Sales Executive,Senior Level,Travel_Rarely,199730,21,High,3,3.0,1.0,2.0,12,None,2,6.0,10.0,3,0,2,No
904,36,Male,,Life Sciences,Bachelor,21,Sales,Human Resources,Mid Level,Travel_Frequently,23290,14,High,3,1.0,1.0,3.0,15,None,2,3.0,9.0,3,0,2,No
905,35,Female,Married,Other,Bachelor,9,Human Resources,Sales Representative,Mid Level,Travel_Frequently,40840,22,High,3,,2.0,2.0,13,Low,3,4.0,5.0,3,1,2,No
906,33,Female,Married,Medical,Bachelor,9,Sales,Research Scientist,Mid Level,Travel_Frequently,46490,13,Medium,3,2.0,4.0,3.0,12,None,2,0.0,4.0,3,0,2,No
907,23,Male,Divorced,Medical,College,12,Research & Development,Research Scientist,Mid Level,Travel_Rarely,75250,11,High,3,4.0,,3.0,14,Medium,2,1.0,3.0,3,0,2,Yes
908,35,Female,Single,Life Sciences,Bachelor,2,Research & Development,Sales Executive,Executive,Travel_Rarely,24960,3,High,3,4.0,1.0,3.0,17,High,3,4.0,9.0,3,0,2,No
909,34,Female,Single,Marketing,Bachelor,9,Sales,Manager,Mid Level,Travel_Rarely,53680,9,High,3,2.0,4.0,3.0,14,Low,2,2.0,9.0,3,1,2,No
910,42,Female,Single,Medical,Master,5,Research & Development,Research Scientist,Entry Level,Travel_Rarely,60290,6,High,3,1.0,4.0,3.0,17,Low,5,3.0,10.0,3,0,2,No
911,29,Male,Married,Medical,Below College,8,Research & Development,Research Scientist,Entry Level,Travel_Frequently,40370,5,Low,3,2.0,,3.0,14,None,2,0.0,4.0,3,0,2,No
912,23,Male,Single,Life Sciences,Master,6,Sales,Manufacturing Director,Senior Level,Travel_Rarely,103220,9,High,3,2.0,3.0,1.0,14,Medium,2,1.0,3.0,3,1,2,No
913,50,Male,Married,Medical,Master,12,Research & Development,Research Director,Entry Level,Travel_Rarely,49000,20,Medium,3,3.0,1.0,3.0,11,None,3,1.0,3.0,3,0,2,Yes
914,36,Male,Married,Life Sciences,Bachelor,,Sales,Human Resources,Mid Level,Travel_Frequently,23290,11,High,3,1.0,,3.0,15,None,2,3.0,9.0,3,0,2,No
915,37,Female,Married,Medical,Doctor,22,Research & Development,Manufacturing Director,Mid Level,Travel_Rarely,30550,15,High,3,1.0,3.0,2.0,14,High,3,2.0,17.0,3,0,2,No
916,33,Male,,Medical,College,2,Research & Development,Sales Executive,Entry Level,Travel_Rarely,24400,11,High,3,4.0,3.0,,18,High,4,0.0,4.0,3,0,2,No
917,29,Female,Single,Life Sciences,Master,8,Research & Development,Sales Executive,Entry Level,Travel_Frequently,23770,20,High,4,3.0,4.0,4.0,21,Low,2,8.0,10.0,3,0,2,No
918,30,Male,Single,Life Sciences,Bachelor,2,Research & Development,Sales Executive,Entry Level,Travel_Rarely,48500,9,High,3,2.0,4.0,3.0,12,Low,4,0.0,4.0,3,1,2,No
919,38,Female,Single,Life Sciences,Bachelor,,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,37220,11,High,3,4.0,4.0,3.0,14,None,0,5.0,6.0,3,1,2,No
920,43,Male,Single,Life Sciences,College,2,Sales,Sales Executive,Entry Level,Travel_Frequently,32110,17,Very High,3,3.0,2.0,3.0,13,None,2,4.0,18.0,3,1,2,No
921,26,Male,Married,Life Sciences,Bachelor,2,Sales,Research Scientist,Mid Level,Travel_Frequently,48210,10,High,3,1.0,1.0,3.0,14,Medium,2,6.0,6.0,3,1,2,Yes
922,30,Male,Divorced,Life Sciences,Bachelor,3,Sales,Sales Executive,Senior Level,Travel_Rarely,51210,13,High,3,1.0,4.0,3.0,13,None,4,7.0,8.0,3,0,2,No
923,44,Female,Married,Medical,College,23,Research & Development,Research Scientist,Entry Level,Non-Travel,195860,9,Medium,3,2.0,2.0,4.0,16,None,3,4.0,17.0,3,1,2,No
924,31,Male,Single,Medical,Bachelor,1,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,168560,12,High,3,2.0,1.0,,12,Low,3,3.0,9.0,3,1,0,No
925,26,Male,,Life Sciences,Bachelor,2,Sales,Research Scientist,Mid Level,Travel_Frequently,48210,7,High,3,,1.0,3.0,14,Medium,2,6.0,6.0,3,1,2,Yes
926,44,Female,Married,Medical,Bachelor,22,Research & Development,Laboratory Technician,Entry Level,Travel_Rarely,104530,2,High,3,4.0,1.0,2.0,11,Low,2,2.0,10.0,3,0,2,No
927,38,Female,Single,Life Sciences,Master,7,Research & Development,Research Director,Mid Level,Travel_Rarely,50420,6,High,3,3.0,4.0,3.0,16,Low,4,3.0,19.0,3,2,2,No
928,28,Male,Divorced,Life Sciences,Master,6,Sales,Manager,Entry Level,Travel_Frequently,52530,5,High,3,3.0,3.0,3.0,15,None,2,1.0,3.0,3,0,2,No
929,30,Female,Divorced,Medical,Bachelor,1,Research & Development,Sales Executive,Senior Level,Travel_Rarely,103060,9,High,3,1.0,4.0,3.0,13,None,5,5.0,8.0,3,2,2,No
930,28,Male,,Life Sciences,College,1,Sales,Manager,Senior Level,Travel_Rarely,44770,12,High,3,1.0,3.0,3.0,15,None,6,1.0,3.0,3,1,2,No
931,39,Male,Divorced,Life Sciences,Master,26,Sales,Research Director,Mid Level,Travel_Rarely,81610,11,Very High,3,3.0,3.0,3.0,12,Low,2,7.0,7.0,3,1,2,No
932,36,Female,Married,Other,Bachelor,24,Research & Development,Research Director,Senior Level,Travel_Rarely,63970,8,High,3,1.0,3.0,2.0,14,Low,3,4.0,11.0,3,0,2,No
933,23,Male,Married,Life Sciences,Bachelor,2,Research & Development,Healthcare Representative,Entry Level,Travel_Rarely,76370,15,High,3,1.0,1.0,4.0,11,Low,3,2.0,5.0,3,0,2,No
934,21,Female,Single,Life Sciences,Doctor,1,Research & Development,Manager,Mid Level,Non-Travel,28630,11,Low,3,4.0,1.0,,14,None,2,1.0,3.0,3,2,2,No
935,34,Male,Divorced,Marketing,Below College,,Sales,Research Director,Entry Level,Travel_Frequently,20010,7,Very High,4,1.0,2.0,3.0,22,Low,5,9.0,11.0,3,0,2,Yes
936,33,Male,,Technical Degree,College,2,Research & Development,Laboratory Technician,Mid Level,Travel_Rarely,34790,5,High,3,4.0,2.0,,12,None,3,3.0,5.0,3,0,2,No
937,24,Male,Married,Marketing,College,6,Sales,Research Scientist,Mid Level,Travel_Rarely,40870,10,High,4,3.0,1.0,2.0,20,High,1,0.0,4.0,3,0,2,No
938,31,Female,Married,Other,Master,,Sales,Manufacturing Director,Senior Level,Travel_Frequently,25520,18,High,3,1.0,1.0,3.0,18,None,2,2.0,9.0,3,2,2,No
939,38,Female,Single,Life Sciences,Bachelor,2,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,27780,11,Medium,3,2.0,2.0,4.0,13,None,5,2.0,8.0,3,1,2,No
940,34,Male,Married,Life Sciences,Bachelor,10,Research & Development,Healthcare Representative,Senior Level,Travel_Rarely,47390,19,High,4,1.0,3.0,,24,Medium,2,5.0,6.0,3,1,2,No
941,42,Male,Divorced,Medical,Master,7,Sales,Research Scientist,Senior Level,Travel_Rarely,22260,10,Medium,3,3.0,3.0,3.0,12,Low,3,0.0,4.0,3,1,0,No
942,39,Male,Divorced,Life Sciences,Master,,Sales,Research Director,Mid Level,Travel_Rarely,81610,9,Very High,3,3.0,3.0,3.0,12,Low,2,7.0,7.0,3,1,2,No
943,35,Male,Married,Technical Degree,Below College,2,Sales,Laboratory Technician,Mid Level,Travel_Rarely,18590,7,Medium,4,2.0,4.0,3.0,25,Low,2,0.0,4.0,3,0,2,No
944,59,Male,Married,Life Sciences,College,12,Research & Development,Sales Executive,Mid Level,Non-Travel,47230,16,High,3,4.0,3.0,3.0,14,None,0,9.0,30.0,3,2,2,No
945,30,Male,Single,Medical,Master,8,Research & Development,Sales Executive,Entry Level,Travel_Frequently,191440,5,High,3,2.0,2.0,3.0,11,None,3,0.0,4.0,3,1,2,Yes
946,29,Male,,Life Sciences,Master,19,Research & Development,Manufacturing Director,Entry Level,Travel_Rarely,99500,11,High,4,4.0,1.0,3.0,20,None,3,1.0,3.0,3,1,2,No
947,28,Male,Married,Medical,Bachelor,,Research & Development,Research Scientist,Entry Level,Travel_Frequently,22740,5,High,4,3.0,1.0,4.0,20,Low,5,3.0,5.0,3,1,2,Yes
948,29,Female,Single,Life Sciences,Master,,Research & Development,Sales Executive,Entry Level,Travel_Frequently,23770,10,High,4,3.0,4.0,4.0,21,Low,2,8.0,10.0,3,0,2,No
949,43,Female,Married,Life Sciences,Bachelor,14,Sales,Manufacturing Director,Entry Level,Travel_Frequently,37480,8,Medium,3,4.0,4.0,3.0,14,Medium,3,7.0,8.0,3,1,2,No
950,37,Female,Married,Marketing,Master,9,Sales,Laboratory Technician,Mid Level,Travel_Rarely,20860,6,High,3,3.0,4.0,2.0,14,None,3,4.0,17.0,3,1,0,No
951,21,Female,Single,Medical,Bachelor,9,Research & Development,Manufacturing Director,Manager,Travel_Frequently,178750,7,Medium,3,2.0,1.0,3.0,12,None,5,1.0,3.0,3,1,2,Yes
952,25,Female,Married,Medical,College,,Research & Development,Research Scientist,Manager,Travel_Rarely,20450,24,High,3,4.0,4.0,2.0,19,None,3,3.0,7.0,3,1,2,No
953,31,Male,Single,Life Sciences,Master,16,Research & Development,Human Resources,Senior Level,Travel_Rarely,42440,23,High,3,2.0,4.0,3.0,13,None,3,9.0,8.0,3,0,2,No
954,29,Female,,Life Sciences,Doctor,5,Research & Development,Sales Executive,Entry Level,Travel_Rarely,105020,7,Medium,3,1.0,4.0,3.0,12,None,4,3.0,11.0,3,1,2,No
955,44,Female,Married,Medical,College,23,Research & Development,Research Scientist,Entry Level,Non-Travel,195860,21,Medium,3,2.0,2.0,4.0,16,None,3,4.0,17.0,3,1,2,No
